"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",jsonwebtoken:0.4.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,CVE-2022-23540,"CWE-347 Improper Verification of Cryptographic Signature, CWE-287 Improper Authentication","In versions `<=8.5.1` of `jsonwebtoken` library, lack of algorithm definition in the `jwt.verify()` function can lead to signature validation bypass due to defaulting to the `none` algorithm for signature verification. Users are affected if you do not specify algorithms in the `jwt.verify()` function. This issue has been fixed, please update to version 9.0.0 which removes the default support for the none algorithm in the `jwt.verify()` method. There will be no impact, if you update to version 9.0.0 and you don’t need to allow for the `none` algorithm. If you need 'none' algorithm, you have to explicitly specify that in `jwt.verify()` options.",NVD,"","","",HIGH,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L/E:2.8/RC:R/MAV:A,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",jsonwebtoken:0.4.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,GHSA-qwph-4952-7xr6,"CWE-347 Improper Verification of Cryptographic Signature, CWE-327 Use of a Broken or Risky Cryptographic Algorithm, CWE-287 Improper Authentication","# Overview  In versions <=8.5.1 of jsonwebtoken library, lack of algorithm definition and a falsy secret or key in the `jwt.verify()` function can lead to signature validation bypass due to defaulting to the `none` algorithm for signature verification.  # Am I affected? You will be affected if all the following are true in the `jwt.verify()` function: - a token with no signature is received - no algorithms are specified  - a falsy (e.g. null, false, undefined) secret or key is passed   # How do I fix it?   Update to version 9.0.0 which removes the default support for the none algorithm in the `jwt.verify()` method.   # Will the fix impact my users?  There will be no impact, if you update to version 9.0.0 and you don’t need to allow for the `none` algorithm. If you need 'none' algorithm, you have to explicitly specify that in `jwt.verify()` options.",NPM,"","","",MEDIUM,6.400000095367432,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:L,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",jsonwebtoken:0.4.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,CVE-2022-23541,"NVD-CWE-Other, CWE-287 Improper Authentication, CWE-1259 Improper Restriction of Security Token Assignment","jsonwebtoken is an implementation of JSON Web Tokens. Versions `<= 8.5.1` of `jsonwebtoken` library can be misconfigured so that passing a poorly implemented key retrieval function referring to the `secretOrPublicKey` argument from the readme link will result in incorrect verification of tokens. There is a possibility of using a different algorithm and key combination in verification, other than the one that was used to sign the tokens. Specifically, tokens signed with an asymmetric public key could be verified with a symmetric HS256 algorithm. This can lead to successful validation of  forged tokens. If your application is supporting usage of both symmetric key and asymmetric key in jwt.verify() implementation with the same key retrieval function. This issue has been patched, please update to version 9.0.0.",NVD,"","","",MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L/E:2.8/RC:R/MAV:A,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",jsonwebtoken:0.4.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/jsonwebtoken:0.4.0,JSON Web Token implementation (symmetric and asymmetric),MIT,"","",pkg:npm/jsonwebtoken@0.4.0,cpe:2.3:a:auth0:jsonwebtoken:0.4.0:*:*:*:*:*:*:*,GHSA-hjrf-2m68-5959,"CWE-287 Improper Authentication, CWE-1259 Improper Restriction of Security Token Assignment","# Overview  Versions `<=8.5.1` of `jsonwebtoken` library can be misconfigured so that passing a poorly implemented key retrieval function (referring to the `secretOrPublicKey` argument from the [readme link](https://github.com/auth0/node-jsonwebtoken#jwtverifytoken-secretorpublickey-options-callback)) will result in incorrect verification of tokens. There is a possibility of using a different algorithm and key combination in verification  than the one that was used to sign the tokens. Specifically, tokens signed with an asymmetric public key could be verified with a symmetric HS256 algorithm. This can lead to successful validation of forged tokens.   # Am I affected?  You will be affected if your application is supporting usage of both symmetric key and asymmetric key in jwt.verify() implementation with the same key retrieval function.   # How do I fix it?   Update to version 9.0.0.  # Will the fix impact my users?  There is no impact for end users",NPM,"","","",MEDIUM,5.0,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",jws:0.2.6,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/jws:0.2.6,Implementation of JSON Web Signatures,MIT,"","",pkg:npm/jws@0.2.6,"",GHSA-gjcw-v447-2w7q,"","Affected versions of the `jws` package allow users to select what algorithm the server will use to verify a provided JWT. A malicious actor can use this behaviour to arbitrarily modify the contents of a JWT while still passing verification. For the common use case of the JWT as a bearer token, the end result is a complete authentication bypass with minimal effort.     ## Recommendation  Update to version 3.0.0 or later.",NPM,"","","",HIGH,8.699999809265137,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",libxmljs2:0.35.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/libxmljs2:0.35.0,libxml bindings for v8 javascript engine,MIT,"","",pkg:npm/libxmljs2@0.35.0,"",CVE-2024-34393,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),"libxmljs2 is vulnerable to a type confusion vulnerability when parsing a specially crafted XML while invoking a function on the result of attrs() that was called on a parsed node. This vulnerability might lead to denial of service (on both 32-bit systems and 64-bit systems), data leak, infinite loop and remote code execution (on 32-bit systems with the XML_PARSE_HUGE flag enabled).",OSSINDEX,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",libxmljs2:0.35.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/libxmljs2:0.35.0,libxml bindings for v8 javascript engine,MIT,"","",pkg:npm/libxmljs2@0.35.0,"",CVE-2024-34394,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),libxmljs2 is vulnerable to a type confusion vulnerability when parsing a specially crafted XML while invoking the namespaces() function (which invokes XmlNode::get_local_namespaces()) on a grand-child of a node that refers to an entity. This vulnerability can lead to denial of service and remote code execution.,OSSINDEX,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",libxmljs:1.0.11,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/libxmljs:1.0.11,libxml bindings for v8 javascript engine,MIT,"","",pkg:npm/libxmljs@1.0.11,cpe:2.3:a:libxmljs_project:libxmljs:1.0.11:*:*:*:*:*:*:*,CVE-2024-34391,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),"libxmljs is vulnerable to a type confusion vulnerability when parsing a specially crafted XML while invoking a function on the result of attrs() that was called on a parsed node. This vulnerability might lead to denial of service (on both 32-bit systems and 64-bit systems), data leak, infinite loop and remote code execution (on 32-bit systems with the XML_PARSE_HUGE flag enabled).",OSSINDEX,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",libxmljs:1.0.11,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/libxmljs:1.0.11,libxml bindings for v8 javascript engine,MIT,"","",pkg:npm/libxmljs@1.0.11,cpe:2.3:a:libxmljs_project:libxmljs:1.0.11:*:*:*:*:*:*:*,CVE-2024-34392,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),libxmljs is vulnerable to a type confusion vulnerability when parsing a specially crafted XML while invoking the namespaces() function (which invokes _wrap__xmlNode_nsDef_get()) on a grand-child of a node that refers to an entity. This vulnerability can lead to denial of service and remote code execution.,OSSINDEX,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",libxmljs:1.0.11,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/libxmljs:1.0.11,libxml bindings for v8 javascript engine,MIT,"","",pkg:npm/libxmljs@1.0.11,cpe:2.3:a:libxmljs_project:libxmljs:1.0.11:*:*:*:*:*:*:*,GHSA-6433-x5p4-8jc7,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),"libxmljs is vulnerable to a type confusion vulnerability when parsing a specially crafted XML while invoking a function on the result of `attrs()` that was called on a parsed node. This vulnerability might lead to denial of service (on both 32-bit systems and 64-bit systems), data leak, infinite loop and remote code execution (on 32-bit systems with the XML_PARSE_HUGE flag enabled).",NPM,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",libxmljs:1.0.11,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/libxmljs:1.0.11,libxml bindings for v8 javascript engine,MIT,"","",pkg:npm/libxmljs@1.0.11,cpe:2.3:a:libxmljs_project:libxmljs:1.0.11:*:*:*:*:*:*:*,GHSA-mg49-jqgw-gcj6,CWE-843 Access of Resource Using Incompatible Type ('Type Confusion'),libxmljs is vulnerable to a type confusion vulnerability when parsing a specially crafted XML while invoking the `namespaces()` function (which invokes `_wrap__xmlNode_nsDef_get()`) on a grand-child of a node that refers to an entity. This vulnerability can lead to denial of service and remote code execution.,NPM,"","","",HIGH,8.100000381469727,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.js,"","",fe02da36c6a43edfd7d8fae2945e2080,1996aca565068a71066e2af03101a073f0cf12b6,pkg:javascript/lodash@2.4.2,"",CVE-2019-10744,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),Versions of lodash lower than 4.17.12 are vulnerable to Prototype Pollution. The function defaultsDeep could be tricked into adding or modifying properties of Object.prototype using a constructor payload.,NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:N/I:P/A:P,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.js,"","",fe02da36c6a43edfd7d8fae2945e2080,1996aca565068a71066e2af03101a073f0cf12b6,pkg:javascript/lodash@2.4.2,"",CVE-2021-23337,CWE-94 Improper Control of Generation of Code ('Code Injection'),Lodash versions prior to 4.17.21 are vulnerable to Command Injection via the template function.,NVD,MEDIUM,6.5,/AV:N/AC:L/Au:S/C:P/I:P/A:P,HIGH,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:1.2/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.js,"","",fe02da36c6a43edfd7d8fae2945e2080,1996aca565068a71066e2af03101a073f0cf12b6,pkg:javascript/lodash@2.4.2,"",CVE-2018-3721,"CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'), CWE-471 Modification of Assumed-Immutable Data (MAID)","lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:P/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:2.8/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.js,"","",fe02da36c6a43edfd7d8fae2945e2080,1996aca565068a71066e2af03101a073f0cf12b6,pkg:javascript/lodash@2.4.2,"",CVE-2019-1010266,"CWE-400 Uncontrolled Resource Consumption, CWE-770 Allocation of Resources Without Limits or Throttling","lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.js,"","",fe02da36c6a43edfd7d8fae2945e2080,1996aca565068a71066e2af03101a073f0cf12b6,pkg:javascript/lodash@2.4.2,"",CVE-2018-16487,"CWE-400 Uncontrolled Resource Consumption, NVD-CWE-noinfo","A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,MEDIUM,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L/E:2.2/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.js,"","",fe02da36c6a43edfd7d8fae2945e2080,1996aca565068a71066e2af03101a073f0cf12b6,pkg:javascript/lodash@2.4.2,"",CVE-2020-28500,NVD-CWE-Other,"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L/E:3.9/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/lodash.js,"","",ea3013cfb89699ef71be5dae72341f2c,16c0086b96a8445c20936b8053d7b8f62638af76,pkg:javascript/lodash@2.4.2,"",CVE-2019-10744,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),Versions of lodash lower than 4.17.12 are vulnerable to Prototype Pollution. The function defaultsDeep could be tricked into adding or modifying properties of Object.prototype using a constructor payload.,NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:N/I:P/A:P,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/lodash.js,"","",ea3013cfb89699ef71be5dae72341f2c,16c0086b96a8445c20936b8053d7b8f62638af76,pkg:javascript/lodash@2.4.2,"",CVE-2021-23337,CWE-94 Improper Control of Generation of Code ('Code Injection'),Lodash versions prior to 4.17.21 are vulnerable to Command Injection via the template function.,NVD,MEDIUM,6.5,/AV:N/AC:L/Au:S/C:P/I:P/A:P,HIGH,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:1.2/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/lodash.js,"","",ea3013cfb89699ef71be5dae72341f2c,16c0086b96a8445c20936b8053d7b8f62638af76,pkg:javascript/lodash@2.4.2,"",CVE-2018-3721,"CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'), CWE-471 Modification of Assumed-Immutable Data (MAID)","lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:P/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:2.8/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/lodash.js,"","",ea3013cfb89699ef71be5dae72341f2c,16c0086b96a8445c20936b8053d7b8f62638af76,pkg:javascript/lodash@2.4.2,"",CVE-2019-1010266,"CWE-400 Uncontrolled Resource Consumption, CWE-770 Allocation of Resources Without Limits or Throttling","lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/lodash.js,"","",ea3013cfb89699ef71be5dae72341f2c,16c0086b96a8445c20936b8053d7b8f62638af76,pkg:javascript/lodash@2.4.2,"",CVE-2018-16487,"CWE-400 Uncontrolled Resource Consumption, NVD-CWE-noinfo","A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,MEDIUM,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L/E:2.2/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/lodash.js,"","",ea3013cfb89699ef71be5dae72341f2c,16c0086b96a8445c20936b8053d7b8f62638af76,pkg:javascript/lodash@2.4.2,"",CVE-2020-28500,NVD-CWE-Other,"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L/E:3.9/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.min.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.min.js,"","",06f73bae52f76c868fa98f50f701f55f,8d11f71e6c10af1baa47f42b06c229b372367985,pkg:javascript/lodash@2.4.2,"",CVE-2019-10744,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),Versions of lodash lower than 4.17.12 are vulnerable to Prototype Pollution. The function defaultsDeep could be tricked into adding or modifying properties of Object.prototype using a constructor payload.,NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:N/I:P/A:P,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.min.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.min.js,"","",06f73bae52f76c868fa98f50f701f55f,8d11f71e6c10af1baa47f42b06c229b372367985,pkg:javascript/lodash@2.4.2,"",CVE-2021-23337,CWE-94 Improper Control of Generation of Code ('Code Injection'),Lodash versions prior to 4.17.21 are vulnerable to Command Injection via the template function.,NVD,MEDIUM,6.5,/AV:N/AC:L/Au:S/C:P/I:P/A:P,HIGH,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:1.2/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.min.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.min.js,"","",06f73bae52f76c868fa98f50f701f55f,8d11f71e6c10af1baa47f42b06c229b372367985,pkg:javascript/lodash@2.4.2,"",CVE-2018-3721,"CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'), CWE-471 Modification of Assumed-Immutable Data (MAID)","lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:P/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:2.8/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.min.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.min.js,"","",06f73bae52f76c868fa98f50f701f55f,8d11f71e6c10af1baa47f42b06c229b372367985,pkg:javascript/lodash@2.4.2,"",CVE-2019-1010266,"CWE-400 Uncontrolled Resource Consumption, CWE-770 Allocation of Resources Without Limits or Throttling","lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.min.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.min.js,"","",06f73bae52f76c868fa98f50f701f55f,8d11f71e6c10af1baa47f42b06c229b372367985,pkg:javascript/lodash@2.4.2,"",CVE-2018-16487,"CWE-400 Uncontrolled Resource Consumption, NVD-CWE-noinfo","A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,MEDIUM,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L/E:2.2/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.min.js,/home/corisco/pgcs/code-review/juice-shop/node_modules/sanitize-html/node_modules/lodash/dist/lodash.min.js,"","",06f73bae52f76c868fa98f50f701f55f,8d11f71e6c10af1baa47f42b06c229b372367985,pkg:javascript/lodash@2.4.2,"",CVE-2020-28500,NVD-CWE-Other,"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L/E:3.9/RC:R/MAV:A,HIGHEST,3,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",lodash.set:4.3.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/lodash.set:4.3.2,The lodash method `_.set` exported as a module.,MIT,"","",pkg:npm/lodash.set@4.3.2,"",GHSA-p6mc-m468-83gw,"CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'), CWE-770 Allocation of Resources Without Limits or Throttling","Versions of lodash prior to 4.17.19 are vulnerable to Prototype Pollution. The functions `pick`, `set`, `setWith`, `update`, `updateWith`, and `zipObjectDeep` allow a malicious user to modify the prototype of Object if the property identifiers are user-supplied. Being affected by this issue requires manipulating objects based on user-provided property values or arrays.  This vulnerability causes the addition or modification of an existing property that will exist on all objects and may lead to Denial of Service or Code Execution under specific circumstances.",NPM,"","","",HIGH,7.400000095367432,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:H,HIGHEST,7,"","","","","","","",""
